joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.464755,0.645089,1.43727,1.32223,-0.0929266,0.460249,0.0136161
0.465592,0.645223,1.43665,1.32186,-0.0931215,0.46011,0.0137525
0.46642,0.645357,1.43604,1.32148,-0.0933146,0.459973,0.0138875
0.467037,0.645456,1.43558,1.3212,-0.0934587,0.459871,0.0139882
0.467037,0.645456,1.43558,1.3212,-0.0934587,0.459871,0.0139882
0.467857,0.645589,1.43497,1.32083,-0.0936501,0.459735,0.0141221
0.46867,0.645721,1.43437,1.32046,-0.09384,0.459601,0.0142548
0.469474,0.645852,1.43378,1.3201,-0.094028,0.459469,0.0143861
0.469989,0.645936,1.4334,1.31987,-0.0941485,0.459385,0.0144702
0.469989,0.645936,1.4334,1.31987,-0.0941485,0.459385,0.0144702
0.470786,0.646066,1.43281,1.3195,-0.094335,0.459254,0.0146005
0.471575,0.646195,1.43222,1.31914,-0.0945198,0.459125,0.0147295
0.472356,0.646323,1.43165,1.31879,-0.0947028,0.458998,0.0148572
0.472776,0.646393,1.43134,1.3186,-0.0948015,0.45893,0.014926
0.472776,0.646393,1.43134,1.3186,-0.0948015,0.45893,0.014926
0.473551,0.646521,1.43077,1.31824,-0.0949831,0.458804,0.0150527
0.474317,0.646647,1.4302,1.31789,-0.095163,0.45868,0.0151782
0.475075,0.646773,1.42964,1.31755,-0.0953411,0.458558,0.0153024
0.475409,0.646829,1.42939,1.31739,-0.0954195,0.458504,0.015357
0.475409,0.646829,1.42939,1.31739,-0.0954195,0.458504,0.015357
0.476161,0.646954,1.42884,1.31705,-0.0955963,0.458383,0.0154802
0.476906,0.647079,1.42829,1.31671,-0.0957715,0.458263,0.0156023
0.477642,0.647202,1.42775,1.31637,-0.0959448,0.458146,0.015723
0.477895,0.647244,1.42756,1.31625,-0.0960043,0.458105,0.0157644
0.477895,0.647244,1.42756,1.31625,-0.0960043,0.458105,0.0157644
0.478626,0.647367,1.42702,1.31591,-0.0961765,0.457988,0.0158843
0.479349,0.647489,1.42649,1.31558,-0.096347,0.457873,0.016003
0.480064,0.64761,1.42596,1.31525,-0.0965157,0.457759,0.0161204
0.480242,0.64764,1.42583,1.31517,-0.0965578,0.457731,0.0161496
0.480242,0.64764,1.42583,1.31517,-0.0965578,0.457731,0.0161496
0.480953,0.647761,1.4253,1.31484,-0.0967254,0.457618,0.0162663
0.481655,0.64788,1.42479,1.31452,-0.0968913,0.457507,0.0163816
0.48235,0.647998,1.42427,1.31419,-0.0970554,0.457398,0.0164957
0.48246,0.648017,1.42419,1.31414,-0.0970814,0.457381,0.0165138
0.48246,0.648017,1.42419,1.31414,-0.0970814,0.457381,0.0165138
0.48315,0.648135,1.42368,1.31382,-0.0972446,0.457272,0.0166272
0.483832,0.648252,1.42318,1.31351,-0.097406,0.457165,0.0167394
0.484507,0.648368,1.42268,1.31319,-0.0975657,0.457059,0.0168503
0.484554,0.648376,1.42265,1.31317,-0.0975768,0.457052,0.0168581
0.484554,0.648376,1.42265,1.31317,-0.0975768,0.457052,0.0168581
0.485225,0.648491,1.42216,1.31286,-0.0977357,0.456947,0.0169684
0.485887,0.648605,1.42167,1.31255,-0.0978927,0.456843,0.0170774
0.486532,0.648717,1.42119,1.31225,-0.0980455,0.456743,0.0171835
0.486532,0.648717,1.42119,1.31225,-0.0980455,0.456743,0.0171835
0.487184,0.64883,1.42071,1.31194,-0.0982001,0.456642,0.0172908
0.487827,0.648941,1.42024,1.31164,-0.0983529,0.456542,0.0173967
0.4884,0.649041,1.41982,1.31137,-0.0984888,0.456453,0.0174911
0.4884,0.649041,1.41982,1.31137,-0.0984888,0.456453,0.0174911
0.489033,0.649151,1.41935,1.31108,-0.0986393,0.456355,0.0175954
0.489658,0.649261,1.41889,1.31078,-0.0987879,0.456259,0.0176984
0.490164,0.649349,1.41852,1.31055,-0.0989082,0.456181,0.0177818
0.490164,0.649349,1.41852,1.31055,-0.0989082,0.456181,0.0177818
0.49078,0.649457,1.41807,1.31026,-0.0990546,0.456087,0.0178833
0.491387,0.649564,1.41762,1.30997,-0.0991991,0.455994,0.0179834
0.491831,0.649642,1.4173,1.30976,-0.0993048,0.455926,0.0180566
0.491831,0.649642,1.4173,1.30976,-0.0993048,0.455926,0.0180566
0.492429,0.649748,1.41686,1.30948,-0.0994473,0.455835,0.0181553
0.493019,0.649852,1.41642,1.3092,-0.0995878,0.455745,0.0182526
0.493406,0.64992,1.41614,1.30902,-0.09968,0.455686,0.0183164
0.493406,0.64992,1.41614,1.30902,-0.09968,0.455686,0.0183164
0.493987,0.650023,1.41571,1.30874,-0.0998185,0.455598,0.0184123
0.49456,0.650125,1.41529,1.30847,-0.0999552,0.455511,0.0185068
0.494893,0.650185,1.41505,1.30832,-0.100035,0.45546,0.0185618
0.494893,0.650185,1.41505,1.30832,-0.100035,0.45546,0.0185618
0.495457,0.650285,1.41463,1.30805,-0.10017,0.455375,0.0186551
0.496014,0.650385,1.41422,1.30778,-0.100302,0.455291,0.018747
0.496297,0.650435,1.41401,1.30765,-0.10037,0.455248,0.0187939
0.496297,0.650435,1.41401,1.30765,-0.10037,0.455248,0.0187939
0.496846,0.650533,1.41361,1.30739,-0.100501,0.455166,0.0188845
0.497387,0.65063,1.41322,1.30713,-0.100631,0.455085,0.0189738
0.497624,0.650673,1.41304,1.30702,-0.100687,0.455049,0.0190131
0.497624,0.650673,1.41304,1.30702,-0.100687,0.455049,0.0190131
0.498158,0.650769,1.41265,1.30676,-0.100815,0.454969,0.0191013
0.498683,0.650864,1.41226,1.30651,-0.100941,0.454891,0.0191881
0.498878,0.650899,1.41212,1.30642,-0.100987,0.454861,0.0192204
0.498878,0.650899,1.41212,1.30642,-0.100987,0.454861,0.0192204
0.499396,0.650992,1.41174,1.30617,-0.101112,0.454784,0.0193061
0.499906,0.651085,1.41137,1.30593,-0.101234,0.454708,0.0193904
0.500062,0.651113,1.41125,1.30586,-0.101271,0.454685,0.0194162
0.500062,0.651113,1.41125,1.30586,-0.101271,0.454685,0.0194162
0.500566,0.651204,1.41088,1.30562,-0.101392,0.45461,0.0194995
0.501061,0.651294,1.41052,1.30538,-0.101511,0.454537,0.0195815
0.501181,0.651316,1.41043,1.30532,-0.101539,0.454519,0.0196013
0.501181,0.651316,1.41043,1.30532,-0.101539,0.454519,0.0196013
0.50167,0.651405,1.41007,1.30509,-0.101657,0.454447,0.0196823
0.502151,0.651493,1.40972,1.30486,-0.101772,0.454376,0.0197619
0.502238,0.651509,1.40966,1.30481,-0.101793,0.454363,0.0197762
0.502238,0.651509,1.40966,1.30481,-0.101793,0.454363,0.0197762
0.502713,0.651595,1.40931,1.30459,-0.101907,0.454293,0.019855
0.503181,0.651681,1.40897,1.30436,-0.102019,0.454224,0.0199323
0.503236,0.651691,1.40892,1.30434,-0.102033,0.454216,0.0199415
0.503236,0.651691,1.40892,1.30434,-0.102033,0.454216,0.0199415
0.503698,0.651776,1.40859,1.30411,-0.102144,0.454148,0.0200181
0.504152,0.651859,1.40825,1.30389,-0.102253,0.454081,0.0200933
0.504179,0.651864,1.40823,1.30388,-0.102259,0.454077,0.0200978
0.504179,0.651864,1.40823,1.30388,-0.102259,0.454077,0.0200978
0.504628,0.651947,1.4079,1.30367,-0.102367,0.454012,0.0201721
0.505069,0.652028,1.40758,1.30345,-0.102473,0.453947,0.0202452
0.505071,0.652028,1.40758,1.30345,-0.102474,0.453947,0.0202454
0.505071,0.652028,1.40758,1.30345,-0.102474,0.453947,0.0202454
0.505507,0.652108,1.40726,1.30324,-0.102579,0.453883,0.0203177
0.505912,0.652183,1.40696,1.30305,-0.102676,0.453824,0.0203849
0.505912,0.652183,1.40696,1.30305,-0.102676,0.453824,0.0203849
0.506336,0.652262,1.40665,1.30284,-0.102778,0.453763,0.0204552
0.506708,0.65233,1.40638,1.30266,-0.102868,0.453709,0.0205168
0.506708,0.65233,1.40638,1.30266,-0.102868,0.453709,0.0205168
0.50712,0.652407,1.40608,1.30246,-0.102967,0.453649,0.0205851
0.507459,0.65247,1.40583,1.3023,-0.103049,0.4536,0.0206414
0.507459,0.65247,1.40583,1.3023,-0.103049,0.4536,0.0206414
0.50786,0.652544,1.40554,1.30211,-0.103145,0.453542,0.0207078
0.508169,0.652602,1.40531,1.30196,-0.10322,0.453497,0.0207591
0.508169,0.652602,1.40531,1.30196,-0.10322,0.453497,0.0207591
0.508558,0.652674,1.40503,1.30177,-0.103314,0.453441,0.0208236
0.50884,0.652727,1.40482,1.30163,-0.103382,0.4534,0.0208704
0.50884,0.652727,1.40482,1.30163,-0.103382,0.4534,0.0208704
0.509218,0.652797,1.40454,1.30145,-0.103473,0.453346,0.0209331
0.509474,0.652845,1.40436,1.30132,-0.103535,0.453309,0.0209755
0.509474,0.652845,1.40436,1.30132,-0.103535,0.453309,0.0209755
0.509841,0.652914,1.40409,1.30114,-0.103623,0.453256,0.0210365
0.510073,0.652957,1.40392,1.30103,-0.103679,0.453223,0.0210749
0.510073,0.652957,1.40392,1.30103,-0.103679,0.453223,0.0210749
0.51043,0.653024,1.40366,1.30086,-0.103765,0.453172,0.0211341
0.510639,0.653063,1.40351,1.30076,-0.103816,0.453142,0.0211688
0.510639,0.653063,1.40351,1.30076,-0.103816,0.453142,0.0211688
0.510985,0.653128,1.40325,1.30059,-0.103899,0.453092,0.0212264
0.511173,0.653163,1.40311,1.3005,-0.103945,0.453065,0.0212576
0.511173,0.653163,1.40311,1.3005,-0.103945,0.453065,0.0212576
0.51151,0.653227,1.40287,1.30033,-0.104026,0.453017,0.0213135
0.511678,0.653258,1.40275,1.30025,-0.104067,0.452993,0.0213414
0.511678,0.653258,1.40275,1.30025,-0.104067,0.452993,0.0213414
0.512006,0.65332,1.40251,1.30009,-0.104146,0.452946,0.0213958
0.512156,0.653348,1.4024,1.30002,-0.104182,0.452925,0.0214207
0.512156,0.653348,1.4024,1.30002,-0.104182,0.452925,0.0214207
0.512474,0.653408,1.40216,1.29986,-0.104259,0.45288,0.0214735
0.512607,0.653433,1.40207,1.2998,-0.104291,0.452861,0.0214955
0.512607,0.653433,1.40207,1.2998,-0.104291,0.452861,0.0214955
0.512916,0.653492,1.40184,1.29965,-0.104366,0.452817,0.0215469
0.513033,0.653514,1.40176,1.29959,-0.104394,0.4528,0.0215663
0.513033,0.653514,1.40176,1.29959,-0.104394,0.4528,0.0215663
0.513333,0.653571,1.40154,1.29944,-0.104467,0.452758,0.0216162
0.513435,0.65359,1.40146,1.29939,-0.104492,0.452743,0.0216332
0.513435,0.65359,1.40146,1.29939,-0.104492,0.452743,0.0216332
0.513727,0.653645,1.40125,1.29925,-0.104563,0.452702,0.0216817
0.513816,0.653662,1.40118,1.29921,-0.104584,0.452689,0.0216964
0.513816,0.653662,1.40118,1.29921,-0.104584,0.452689,0.0216964
0.514099,0.653716,1.40098,1.29907,-0.104653,0.452649,0.0217435
0.514175,0.65373,1.40092,1.29903,-0.104671,0.452639,0.0217561
0.514175,0.65373,1.40092,1.29903,-0.104671,0.452639,0.0217561
0.514451,0.653783,1.40072,1.2989,-0.104738,0.4526,0.0218019
0.514515,0.653795,1.40067,1.29887,-0.104753,0.452591,0.0218125
0.514515,0.653795,1.40067,1.29887,-0.104753,0.452591,0.0218125
0.514783,0.653846,1.40048,1.29873,-0.104818,0.452553,0.021857
0.514836,0.653856,1.40044,1.29871,-0.104831,0.452545,0.0218659
0.514836,0.653856,1.40044,1.29871,-0.104831,0.452545,0.0218659
0.515096,0.653905,1.40025,1.29858,-0.104894,0.452509,0.0219091
0.515139,0.653914,1.40022,1.29856,-0.104905,0.452503,0.0219163
0.515139,0.653914,1.40022,1.29856,-0.104905,0.452503,0.0219163
0.515392,0.653962,1.40003,1.29844,-0.104966,0.452467,0.0219583
0.515425,0.653968,1.40001,1.29842,-0.104974,0.452462,0.0219639
0.515425,0.653968,1.40001,1.29842,-0.104974,0.452462,0.0219639
0.515671,0.654015,1.39983,1.2983,-0.105034,0.452428,0.0220047
0.515696,0.65402,1.39981,1.29829,-0.10504,0.452424,0.0220089
0.515696,0.65402,1.39981,1.29829,-0.10504,0.452424,0.0220089
0.515935,0.654065,1.39964,1.29817,-0.105097,0.452391,0.0220486
0.515952,0.654069,1.39962,1.29816,-0.105102,0.452388,0.0220514
0.515952,0.654069,1.39962,1.29816,-0.105102,0.452388,0.0220514
0.516184,0.654113,1.39945,1.29805,-0.105158,0.452356,0.02209
0.516194,0.654115,1.39945,1.29804,-0.10516,0.452354,0.0220916
0.516194,0.654115,1.39945,1.29804,-0.10516,0.452354,0.0220916
0.516419,0.654158,1.39928,1.29793,-0.105215,0.452323,0.0221291
0.516422,0.654158,1.39928,1.29793,-0.105216,0.452322,0.0221296
0.516422,0.654158,1.39928,1.29793,-0.105216,0.452322,0.0221296
0.516638,0.6542,1.39912,1.29782,-0.105268,0.452292,0.0221655
0.516638,0.6542,1.39912,1.29782,-0.105268,0.452292,0.0221655
0.516842,0.654239,1.39897,1.29772,-0.105318,0.452263,0.0221994
0.516842,0.654239,1.39897,1.29772,-0.105318,0.452263,0.0221994
0.517035,0.654276,1.39883,1.29763,-0.105364,0.452236,0.0222315
0.517035,0.654276,1.39883,1.29763,-0.105364,0.452236,0.0222315
0.517217,0.65431,1.3987,1.29754,-0.105409,0.452211,0.0222617
0.517217,0.65431,1.3987,1.29754,-0.105409,0.452211,0.0222617
0.517389,0.654343,1.39857,1.29745,-0.10545,0.452187,0.0222904
0.517389,0.654343,1.39857,1.29745,-0.10545,0.452187,0.0222904
0.517552,0.654375,1.39846,1.29737,-0.10549,0.452164,0.0223174
